Square Footage,Bedrooms,Bathrooms,Location,Garage,Swimming Pool,House Age,House Price ($)
1551,3,3,Bardhaman,1,0,37,557708
4716,2,3,Nellore,1,1,9,1043593
1404,1,3,Muzaffarpur,0,1,38,500910
1461,4,1,Bhopal,0,0,7,453900
3179,2,3,Rajahmundry,0,0,23,664939
3838,2,3,Hyderabad,1,0,25,850856
1873,1,3,Warangal,2,0,46,638940
1083,2,3,Surat,1,1,22,514503
2422,3,3,Vijayawada,0,0,43,610284
3801,2,3,Bhubaneswar,0,1,7,891178
3675,5,3,Jalandhar,0,1,6,859882
4180,3,2,Coimbatore,1,0,36,868387
1220,1,3,Patna,0,0,46,430208
4975,3,3,Bijapur,1,0,22,1013123
3600,5,1,Guntur,2,0,35,866544
2391,5,2,Muzaffarpur,1,1,49,761824
4218,2,3,Delhi,0,0,47,817171
1111,2,1,Kakinada,2,0,33,434027
1614,4,3,Bhubaneswar,0,1,21,601199
2581,3,3,Ghaziabad,2,1,11,782469
3971,4,3,Bangalore,0,1,13,929500
4565,5,3,Nashik,1,0,3,986738
4576,2,3,Nashik,0,1,13,973456
1474,2,1,Vijayawada,1,1,41,564655
3883,2,3,Bangalore,1,1,34,922171
2913,1,1,Bhavnagar,2,0,28,671484
1270,5,3,Navi Mumbai,1,1,40,600848
3468,2,1,Vijayawada,1,0,34,796299
2920,5,2,Hubli,1,1,32,877400
3754,2,3,Navi Mumbai,2,1,23,933278
2390,3,2,Mysore,0,1,24,634888
4351,5,2,Jhansi,0,1,1,1010235
4354,4,2,Warangal,1,1,24,1051378
1039,1,3,Ranchi,1,1,3,500258
2982,4,2,Kakinada,0,0,17,691614
3236,5,1,Moradabad,1,0,7,799531
4235,2,3,Dehradun,0,0,10,805414
1993,5,2,Bhiwandi,2,1,19,763758
3012,1,3,Bikaner,1,0,24,707837
4607,5,2,Jaipur,1,1,9,1040347
3583,2,1,Kollam,0,0,15,736256
4075,4,3,Dehradun,0,1,49,938826
4906,3,3,Hubli,2,0,22,1067779
1289,4,2,Tiruchirappalli,1,1,17,565450
3480,2,1,Vijayawada,0,1,19,826162
3518,2,3,Surat,2,0,9,772981
4252,1,2,Panchkula,0,1,38,958989
4319,5,1,Karimnagar,0,0,19,901721
3675,5,1,Bijapur,2,0,8,835926
1278,4,1,Amravati,2,0,6,533963
3924,3,1,Moradabad,2,0,49,921681
1580,3,3,Jaipur,2,1,38,724483
1862,1,3,Kolkata,2,0,45,615493
1253,2,1,Amravati,2,1,21,516204
1180,1,2,Nagpur,1,1,29,490343
4901,5,2,Madurai,2,1,34,1213002
1680,2,1,Malegaon,1,0,12,444408
1824,1,1,Aligarh,0,1,39,539929
4580,4,2,Bardhaman,0,1,32,991094
4832,5,1,Amritsar,2,0,6,1070095
1699,3,1,Bareilly,0,1,17,574833
3613,1,3,Jodhpur,2,1,32,903095
2349,5,3,Navi Mumbai,2,1,8,784117
2380,5,1,Amritsar,1,1,38,790296
4896,3,1,Jodhpur,0,1,29,1033356
2673,3,3,Gandhinagar,2,0,31,690137
3727,3,1,Panipat,0,0,19,785568
3438,1,3,Siliguri,1,0,9,736086
2638,3,3,Mangalore,0,0,28,619703
2957,4,2,Thane,1,0,48,749248
4156,5,3,Bareilly,1,1,39,1053467
4388,3,2,Mumbai,1,0,40,949073
1211,5,2,Ambala,2,1,31,672220
2538,2,3,Belgaum,2,1,19,818501
1383,2,1,Jamshedpur,0,0,33,376070
2714,3,3,Coimbatore,2,0,26,752256
1341,5,2,Warangal,2,1,45,708042
2838,2,3,Vadodara,0,1,1,685440
2987,3,3,Ludhiana,1,0,11,721774
1843,5,2,Ranchi,1,0,2,530785
4109,3,3,Noida,0,1,35,961264
2534,5,3,Pune,2,1,13,794970
1419,2,2,Tiruchirappalli,0,0,39,439548
3798,3,1,Rajahmundry,0,0,34,777329
4240,2,2,Navi Mumbai,2,0,34,940810
2988,3,2,Guwahati,0,1,35,795318
2932,1,3,Nanded,2,1,32,881917
4414,2,2,Bikaner,2,1,45,1117057
2849,2,3,Navsari,0,1,12,726394
1305,4,3,Agra,1,0,33,492561
4613,2,3,Sangli,2,0,18,1013468
3749,5,2,Rajahmundry,1,1,5,922801
1868,3,2,Mumbai,2,1,19,728991
3584,1,3,Kadapa,1,0,31,737115
2135,5,1,Coimbatore,0,1,27,652845
2434,5,1,Bikaner,2,0,42,754047
1205,5,2,Kadapa,0,0,38,464921
4256,5,3,Raipur,0,1,15,999567
4453,1,3,Kochi,0,1,46,975427
1495,4,2,Jamshedpur,2,0,48,575334
4450,2,1,Muzaffarpur,0,0,4,875390
4118,5,2,Guntur,0,1,19,973377
2909,2,2,Gandhinagar,2,1,21,839999
4811,2,3,Nanded,0,1,40,1065808
4622,5,2,Indore,2,0,1,998099
4599,4,1,Davanagere,0,1,20,985499
3551,2,2,Shillong,1,0,22,810040
2045,3,3,Gurgaon,0,0,13,560384
1212,2,1,Kottayam,1,1,41,555537
1309,5,3,Warangal,2,0,1,495820
3708,1,2,Bhopal,1,1,15,912594
2991,2,2,Jalandhar,2,1,15,790550
3800,4,2,Ulhasnagar,0,1,14,874705
1271,3,3,Guwahati,1,1,5,574768
4642,3,2,Dehradun,0,1,49,1028203
2822,1,1,Surat,1,0,6,570432
3985,1,1,Bharuch,2,1,41,959155
4273,2,3,Chandigarh,2,0,31,945685
3079,5,3,Panchkula,2,1,26,910116
1442,4,3,Hyderabad,2,1,25,656974
3209,3,2,Tirupati,0,1,49,816557
3814,1,1,Rourkela,0,1,39,816588
1253,4,1,Firozabad,0,0,40,429593
1520,5,1,Chennai,0,1,15,522453
1976,3,3,Ulhasnagar,0,1,6,626474
4722,3,3,Ulhasnagar,2,1,1,1079491
4551,5,2,Bhopal,0,0,41,906397
1009,3,3,Hapur,0,1,7,431408
3773,5,1,Vijayawada,0,0,4,809609
3552,3,2,Gandhinagar,2,1,1,964036
3832,2,3,Mathura,2,1,41,998126
4907,5,3,Puducherry,2,1,2,1229633
2583,4,1,Bhopal,2,1,48,859290
3483,2,2,Parbhani,0,1,34,844851
2134,4,3,Faridabad,0,1,35,720470
1152,3,3,Thane,1,1,46,587354
2658,4,2,Udupi,0,0,13,649096
3964,2,2,Kadapa,2,1,17,971394
3916,5,3,Sangli,2,1,10,1069261
4173,1,3,Patna,0,0,3,801285
3800,4,1,Rampur,1,1,4,931989
2856,1,2,Firozabad,2,1,25,847886
2214,4,3,Mumbai,1,0,37,628014
2752,4,3,Guwahati,2,1,43,851868
3610,5,3,Panchkula,2,1,38,1001395
4875,3,3,Bokaro,0,0,29,960258
2104,2,1,Visakhapatnam,2,0,1,567157
3536,2,2,Kanpur,1,1,30,841932
1894,2,3,Ahmedabad,1,0,39,508992
2111,3,2,Nanded,0,0,10,526609
4265,1,2,Amravati,2,0,29,942324
1103,2,3,Nagpur,1,1,44,554000
4854,1,3,Gurgaon,0,1,32,1073763
4167,3,3,Srinagar,1,0,44,957458
4494,3,1,Chhapra,0,0,1,848475
2914,5,3,Tiruchirappalli,1,0,41,810780
4269,2,2,Chhapra,2,0,17,926792
4072,5,2,Nashik,1,1,12,1032707
2006,2,1,Bareilly,1,1,2,579239
1406,3,3,Bhavnagar,0,1,9,526165
2401,3,3,Salem,0,1,12,683242
1166,4,1,Aligarh,0,0,25,432494
1508,4,1,Mysore,1,1,36,651170
2661,3,3,Bikaner,0,0,44,686334
3360,3,3,Guntur,2,0,35,800335
4664,1,2,Bhubaneswar,0,0,22,898875
4489,1,3,Hubli,0,0,33,904836
1762,5,3,Hyderabad,2,1,21,723664
1680,4,2,Arrah,0,0,40,485247
3524,4,2,Surat,0,0,22,748260
3120,3,2,Chhapra,1,0,28,756728
2164,3,2,Gandhinagar,1,0,4,608078
1581,5,1,Kakinada,0,1,26,600783
1261,4,2,Bardhaman,2,0,23,506017
2363,1,1,Nellore,0,1,48,632172
2331,2,2,Agra,0,0,49,532952
3292,5,2,Salem,0,1,23,843217
2538,2,2,Parbhani,1,0,41,682287
4408,1,3,Rampur,2,0,8,928537
4646,1,1,Nagpur,2,1,32,1096736
1560,2,2,Bhopal,2,1,39,630512
2099,5,3,Kochi,1,1,44,714251
2903,2,1,Bhopal,1,0,1,650865
1174,5,1,Bhubaneswar,0,1,30,546187
3156,5,3,Dehradun,1,1,28,896859
3230,3,1,Nagpur,0,0,17,645105
1191,4,3,Faridabad,1,1,23,583276
1064,4,2,Kakinada,0,0,38,395342
4920,1,3,Bikaner,1,0,24,938013
4010,3,1,Agra,2,1,22,993785
2497,4,1,Raipur,0,0,5,598980
4854,5,2,Bhiwandi,1,0,25,999601
4171,5,3,Siliguri,1,0,7,962833
2567,2,2,Arrah,0,0,22,531717
3911,2,3,Surat,1,1,44,996686
2151,5,3,Jalandhar,2,1,37,777832
4523,5,3,Navi Mumbai,0,0,34,936234
2937,2,2,Nellore,0,1,36,736976
1368,4,2,Malegaon,0,0,49,489295
1850,1,1,Davanagere,0,1,40,559699
1042,2,2,Hyderabad,0,1,20,443876
2907,4,3,Ahmedabad,2,0,37,847400
4490,4,3,Vadodara,0,0,17,894410
3535,4,3,Hyderabad,2,0,4,863846
1077,3,2,Thane,2,0,18,439737
3873,3,1,Gopalpur,2,1,28,986857
2824,4,2,Jhansi,0,0,16,653234
2293,5,1,Jalandhar,2,1,43,842667
1673,3,2,Delhi,0,1,8,501119
1700,2,3,Nellore,2,0,44,604955
1758,3,1,Bharuch,0,1,18,571920
2923,5,2,Kota,1,0,29,730780
3775,1,3,Amravati,1,0,40,843246
4386,3,1,Udupi,2,1,16,1084820
3972,4,1,Bhubaneswar,1,0,30,894547
4922,4,3,Coimbatore,2,0,49,1082644
1901,4,3,Bhubaneswar,2,0,34,669201
3936,1,2,Hapur,2,1,30,923941
1992,5,2,Panchkula,1,1,21,685725
2191,2,3,Bareilly,2,0,22,640663
3386,5,2,Bokaro,1,0,47,796832
3240,1,3,Puducherry,1,1,25,782548
2476,4,3,Hubli,0,1,22,724673
3330,5,2,Amravati,1,0,28,824350
4407,2,2,Malegaon,0,1,39,950667
1389,4,1,Davanagere,2,0,33,505160
1999,2,1,Kadapa,2,0,2,600915
1524,3,2,Coimbatore,0,0,4,455459
4311,2,2,Panipat,2,1,16,991079
2855,4,2,Nanded,0,1,12,774162
2506,3,1,Bhopal,0,1,17,691323
1658,4,2,Surat,2,0,36,579253
3763,4,1,Chennai,0,1,16,867858
4663,3,1,Kota,0,1,39,1036476
1890,2,1,Amravati,0,0,23,459204
4626,1,1,Salem,2,1,8,1037433
2481,1,3,Rajahmundry,2,0,9,662047
4160,1,2,Panipat,2,0,14,863091
4731,1,2,Hapur,2,1,9,1043555
4166,5,3,Ahmedabad,2,1,47,1155232
1451,1,2,Jamshedpur,1,0,26,396791
3475,3,1,Bharuch,1,1,36,887040
4222,1,3,Bhubaneswar,0,1,3,936959
2537,4,1,Bokaro,1,1,10,731560
4447,1,3,Mysore,2,0,25,989262
4093,2,1,Muzaffarpur,2,0,4,861123
1882,3,2,Mysore,2,1,30,669043
1312,3,2,Mumbai,0,0,11,349409
1839,5,2,Pune,0,1,19,608978
3566,4,3,Tiruchirappalli,0,1,13,823523
4277,3,2,Srinagar,0,1,36,951883
1374,2,3,Patna,0,1,3,478788
1450,1,1,Gopalpur,0,0,48,407198
4697,3,2,Kota,1,1,14,1031421
4855,2,1,Kottayam,2,0,10,1005943
4062,1,2,Bhubaneswar,1,0,38,883933
1594,5,1,Bhubaneswar,0,1,40,566403
4250,3,3,Coimbatore,2,1,27,1109349
2233,3,2,Malegaon,2,0,24,673252
1499,2,3,Guwahati,2,1,16,610619
1463,4,3,Chhapra,1,1,10,620382
4911,5,1,Malegaon,2,0,27,1125326
4195,4,2,Guntur,0,0,7,851077
1112,3,3,Bhopal,0,0,28,393468
2035,4,1,Kottayam,1,1,26,696283
4197,1,1,Jamshedpur,1,1,18,916829
4636,5,1,Nashik,0,0,13,883685
3378,4,2,Panipat,1,0,8,786826
2924,1,2,Bhavnagar,2,1,27,810809
4354,2,1,Bhavnagar,1,0,14,883800
1139,4,2,Visakhapatnam,2,0,41,474542
2424,5,1,Agra,2,1,44,819990
3949,1,2,Hapur,2,0,6,865918
4168,4,2,Ghaziabad,2,1,20,1044956
1516,2,1,Udupi,2,0,28,547054
3616,4,1,Bijapur,0,1,23,903264
2947,1,2,Bharuch,0,1,12,661689
3893,4,1,Bharuch,0,0,24,801711
4140,5,1,Dehradun,2,0,44,995169
3165,3,1,Jodhpur,1,0,22,741538
1887,1,1,Lucknow,1,1,26,581527
4130,1,2,Etawah,2,0,22,917704
4104,1,3,Kota,1,1,7,938660
2341,1,2,Rampur,2,0,15,636763
1049,4,1,Jamshedpur,1,1,48,593361
4951,5,1,Bhavnagar,2,0,30,1104461
4560,2,2,Chennai,1,1,4,1052474
1018,5,1,Surat,1,1,6,506262
1725,1,2,Mysore,0,1,48,605112
3244,4,3,Aligarh,1,1,47,944443
4962,4,1,Amravati,1,1,2,1058300
2473,1,3,Bangalore,2,1,31,731042
3606,4,3,Hyderabad,1,0,24,820154
4750,1,1,Ludhiana,1,1,35,986171
1451,5,1,Davanagere,1,0,47,539212
3336,3,2,Lucknow,1,0,31,739495
2164,4,2,Chandigarh,1,0,25,626478
2107,1,1,Jhansi,0,0,8,446570
4765,1,2,Jodhpur,1,0,12,914450
3438,4,3,Mumbai,2,0,2,826491
4662,2,3,Siliguri,2,0,15,989033
1214,1,1,Bharuch,1,1,40,539753
2549,4,2,Lucknow,1,0,32,665707
3262,1,1,Kota,1,0,11,662962
4474,2,3,Noida,0,1,17,997796
1127,3,1,Kochi,2,1,21,581047
2845,2,1,Karimnagar,0,0,22,578463
4548,5,1,Vijayawada,0,1,33,997345
1759,4,1,Vadodara,1,0,29,513288
3451,2,3,Vadodara,1,1,15,847102
4100,3,1,Patna,2,0,21,927128
2815,1,1,Parbhani,1,1,2,730482
3385,4,2,Muzaffarpur,2,0,42,866723
3878,2,1,Dehradun,0,1,38,908967
3761,3,2,Mysore,2,0,3,824980
1360,2,1,Jodhpur,2,1,25,633746
1568,5,2,Guwahati,2,1,13,696542
2415,4,1,Surat,0,1,24,679238
3265,1,2,Malegaon,0,1,31,818222
2597,3,1,Dehradun,1,1,15,736152
2692,2,1,Srinagar,1,0,6,633661
1201,4,2,Bhopal,2,0,41,520565
3064,2,1,Mathura,2,0,10,760276
3369,4,1,Shillong,0,1,9,781131
1517,5,1,Vijayawada,0,1,41,542543
4641,2,1,Nagpur,0,1,41,982990
2348,5,3,Etawah,2,0,5,732889
2435,3,1,Panchkula,2,0,45,645799
2341,5,3,Madurai,0,0,44,634367
1680,4,3,Srinagar,2,1,41,762191
2988,3,1,Guwahati,0,1,19,703687
4153,2,2,Mysore,1,1,20,987273
4545,2,2,Arrah,0,0,33,869565
2491,4,1,Amritsar,2,1,43,796846
1424,1,3,Shillong,2,1,37,603807
2968,1,2,Kolkata,2,1,31,841866
4802,2,1,Puducherry,2,0,39,983751
2712,4,1,Navi Mumbai,0,0,13,650071
4275,1,3,Jalandhar,0,0,38,796582
4654,5,2,Chennai,1,1,45,1073836
4066,2,1,Ulhasnagar,0,1,6,857515
3434,5,2,Salem,1,0,47,842550
1777,4,1,Kota,0,1,8,602561
3145,5,1,Ahmedabad,0,1,43,779982
4416,1,1,Srinagar,2,1,10,1054266
2826,1,3,Jodhpur,1,0,41,679273
1207,3,3,Gopalpur,2,0,4,497846
2537,2,3,Shillong,2,0,14,668073
2659,4,2,Mysore,0,1,4,716401
4863,2,3,Ulhasnagar,0,0,24,954921
3633,5,3,Surat,1,0,47,908219
3213,4,2,Chhapra,1,0,21,737464
1021,4,2,Mysore,0,0,10,330717
1153,1,2,Moradabad,1,0,46,468597
2962,5,2,Gandhinagar,0,1,25,749664
4510,1,3,Jhansi,0,1,6,929878
4366,1,3,Visakhapatnam,0,1,16,894547
1218,3,2,Bikaner,1,1,44,543039
1668,1,3,Navi Mumbai,2,1,28,672352
2518,2,1,Kollam,1,1,36,683540
3277,4,3,Raipur,2,0,33,844933
3067,1,1,Chandigarh,1,1,30,736974
3600,2,2,Bikaner,2,1,36,990204
1949,5,2,Bareilly,2,1,25,789427
3195,4,3,Nanded,1,1,13,902561
4179,5,2,Mysore,1,1,39,1045737
1402,2,3,Ahmedabad,2,1,15,657047
1595,5,3,Kochi,0,1,38,619814
4554,5,3,Aligarh,2,1,30,1193626
3414,5,3,Hubli,2,0,14,871719
4905,1,1,Dehradun,0,1,4,957397
2437,1,1,Patna,2,1,1,738131
4380,1,2,Aligarh,0,1,3,923067
3849,4,1,Rourkela,0,1,45,883236
3965,2,2,Davanagere,1,1,36,991681
4906,1,2,Kanpur,2,0,4,980824
2157,5,3,Gopalpur,2,0,43,727601
2742,5,3,Malegaon,0,0,14,667821
2306,5,3,Gandhinagar,2,0,25,671120
4849,5,3,Tiruchirappalli,0,0,39,1058013
1072,3,3,Ludhiana,2,1,3,561188
1480,4,3,Nagpur,2,0,7,569207
4423,2,1,Guwahati,0,0,8,834637
1559,2,2,Noida,0,0,44,487901
4397,1,2,Tiruchirappalli,2,0,7,878872
1744,3,3,Bhopal,2,1,48,736278
2466,2,1,Bangalore,0,1,25,663107
1099,4,3,Nanded,1,0,17,503259
2082,5,1,Salem,1,1,26,664965
3555,1,1,Bharuch,2,1,4,841769
3305,4,2,Rourkela,2,1,49,960935
1412,2,2,Vijayawada,2,1,18,593375
4523,3,1,Hubli,0,0,4,878057
2088,1,2,Jodhpur,2,1,17,668910
3642,2,1,Ulhasnagar,2,1,47,930020
2177,1,1,Dehradun,2,0,17,603554
3008,2,1,Jhansi,1,0,45,672484
3313,5,2,Navsari,2,1,25,906609
1820,3,3,Mangalore,2,0,3,533962
4150,5,2,Davanagere,0,0,12,910770
4386,2,3,Tirupati,1,0,27,882527
1661,4,2,Pune,0,0,17,428560
3994,5,2,Bangalore,2,1,22,1067224
1559,4,3,Delhi,2,0,39,566279
3964,2,1,Firozabad,2,1,39,1026374
3938,3,3,Raipur,2,0,43,924693
2271,4,1,Siliguri,2,1,48,798206
2813,2,1,Kottayam,0,0,36,593690
3915,4,2,Ulhasnagar,2,0,16,940014
1609,5,2,Belgaum,2,0,37,644323
3461,2,2,Mathura,1,1,29,822614
1024,5,2,Bilaspur,1,1,14,543757
3028,1,2,Mumbai,2,0,7,738894
1283,2,3,Kochi,2,0,41,475616
2472,4,3,Panipat,2,0,28,760958
3928,1,3,Mumbai,2,1,13,929846
1300,5,3,Ranchi,2,1,16,626310
2091,5,2,Navsari,2,1,21,749058
2030,4,3,Amravati,0,1,4,601534
1816,1,3,Bokaro,0,0,39,484246
4208,3,1,Bhubaneswar,0,1,35,971103
4235,4,2,Gopalpur,1,1,15,1052767
1082,5,3,Dehradun,2,0,26,491553
2920,2,3,Jamshedpur,1,0,46,746177
4721,1,3,Madurai,1,1,7,1035068
4491,3,2,Gurgaon,1,1,18,1003649
4144,2,3,Ujjain,0,0,25,869249
4308,1,1,Ghaziabad,2,1,37,1046475
3093,4,2,Coimbatore,2,0,21,760393
1617,4,1,Aligarh,1,1,8,560291
3975,1,2,Ludhiana,0,1,20,831591
4871,3,3,Mysore,1,1,18,1153646
3309,1,2,Delhi,1,0,19,754544
1175,2,2,Delhi,2,1,3,580634
2189,2,2,Agra,0,0,38,503090
3704,4,1,Shillong,2,0,18,898602
1841,1,2,Davanagere,1,1,27,615635
1369,4,3,Mysore,2,1,15,612329
2818,3,2,Rampur,1,1,46,842244
3101,2,2,Salem,0,0,21,620410
1689,5,3,Ranchi,2,1,22,727530
4490,5,3,Rampur,2,0,8,1057324
2779,1,1,Firozabad,2,0,11,672635
4578,1,3,Surat,2,1,43,1071306
2364,5,3,Arrah,2,1,12,772964
4198,1,3,Salem,0,1,48,935491
2432,2,2,Moradabad,0,1,39,627753
4995,3,1,Bokaro,2,0,27,1025694
1366,3,3,Etawah,1,1,35,572777
4342,4,3,Ambala,1,0,2,880870
1643,2,3,Bikaner,2,1,35,648841
4676,1,2,Bareilly,2,0,31,948876
3426,1,2,Vadodara,0,0,8,632292
1072,4,1,Malegaon,0,0,20,423502
4994,4,1,Nellore,2,0,8,1080277
4993,1,2,Warangal,2,1,4,1143940
3962,1,3,Bangalore,1,1,31,911387
2271,2,3,Nellore,0,1,32,648159
1859,4,1,Udupi,2,1,13,671514
4856,2,3,Moradabad,0,0,22,910958
1042,1,2,Navsari,2,1,26,542606
3424,5,1,Davanagere,2,0,17,892264
2064,5,2,Amravati,2,0,29,627902
3217,1,2,Kochi,2,0,27,715904
3259,4,3,Mathura,1,0,22,825838
2516,5,2,Navsari,2,0,18,700358
4751,4,2,Kanpur,1,0,5,1023476
3086,5,3,Kakinada,1,0,12,797438
1368,4,2,Mangalore,2,0,2,558859
3804,5,3,Jhansi,0,0,42,843286
1150,4,2,Guntur,0,0,7,361008
2134,2,3,Udupi,2,0,47,681023
2503,4,3,Ahmedabad,2,1,26,828060
2459,2,1,Nanded,2,0,39,692725
2070,2,2,Ujjain,0,1,15,595758
2023,1,2,Bardhaman,0,0,48,472870
2598,2,1,Hubli,2,0,33,713163
3784,3,3,Kota,0,0,47,830377
3040,2,3,Panipat,1,0,3,687419
2389,4,1,Nellore,0,0,42,584230
1068,2,1,Raipur,0,1,48,480818
3346,4,3,Bangalore,2,1,2,892453
1943,4,3,Faridabad,1,0,17,603989
1801,3,1,Mumbai,2,0,1,555616
3343,2,2,Hyderabad,0,0,36,693076
3250,2,3,Ahmedabad,1,1,43,856743
1060,5,1,Ludhiana,2,1,17,541726
1945,5,2,Bijapur,0,0,2,530307
4010,1,2,Bikaner,1,0,33,801220
4901,4,2,Lucknow,2,0,29,1109672
2337,3,2,Lucknow,1,1,6,677216
2184,5,1,Raipur,0,0,43,560761
1330,2,3,Bhavnagar,2,0,36,554334
2551,1,2,Bharuch,0,0,24,512876
1337,3,2,Gopalpur,1,1,11,577643
2629,2,1,Chennai,0,0,5,509320
2327,2,2,Davanagere,1,0,30,621408
2526,4,1,Hubli,2,0,10,684703
2673,4,1,Vadodara,0,1,37,733422
2361,5,3,Navi Mumbai,2,1,27,810708
2573,5,2,Warangal,2,0,27,761367
3686,2,3,Ujjain,2,1,24,962006
1274,2,1,Aligarh,2,0,3,404643
2187,5,2,Jaipur,0,1,38,653180
4514,5,1,Visakhapatnam,0,0,26,919318
3366,2,1,Bhavnagar,2,0,45,769034
3636,3,1,Firozabad,2,0,48,898275
3551,2,2,Hyderabad,1,1,39,872836
4757,3,1,Jaipur,2,1,18,1083363
3434,3,1,Nellore,1,1,3,847652
2993,2,2,Etawah,1,0,38,697972
1869,1,3,Sangli,2,1,42,712091
3880,5,1,Chhapra,0,0,48,801133
2014,4,3,Chennai,1,1,25,703241
2911,2,3,Ranchi,0,0,13,643896
1602,3,3,Delhi,2,0,25,604024
4821,2,3,Bardhaman,2,0,24,1051011
2799,5,3,Panchkula,2,0,41,761823
1690,3,3,Chandigarh,2,1,16,679543
1493,4,2,Chennai,1,0,43,548696
1489,4,2,Kanpur,1,1,41,591611
3768,4,3,Ujjain,0,0,42,864251
4144,1,2,Kota,0,0,11,770535
3556,3,2,Bardhaman,1,0,21,825850
1389,3,3,Bokaro,2,1,31,687114
4690,1,3,Nagpur,0,0,15,834492
4928,3,1,Ahmedabad,1,0,45,997740
1294,1,2,Nanded,0,0,49,432418
2392,2,3,Vadodara,1,0,36,606135
3843,5,2,Madurai,2,1,43,1067582
3912,4,2,Delhi,1,0,1,891011
2717,1,2,Bareilly,0,0,28,538499
3596,1,1,Faridabad,1,0,33,729125
1648,1,3,Gandhinagar,0,1,3,495271
2873,2,2,Gopalpur,0,1,15,691427
1567,1,3,Aligarh,0,0,33,435686
4258,5,2,Bangalore,2,1,32,1121826
3900,5,3,Guntur,2,0,23,943005
3817,4,3,Chennai,1,1,26,1001715
1444,2,3,Nagpur,1,0,48,515201
4641,5,2,Vadodara,0,0,17,906044
1362,3,1,Amravati,2,1,9,607600
3170,3,3,Parbhani,1,0,5,704677
2211,3,1,Bilaspur,1,0,29,635373
1741,1,3,Bijapur,2,1,6,587627
3041,1,1,Patna,0,0,47,666331
1679,3,3,Bijapur,1,0,41,564801
3467,4,1,Jodhpur,0,0,35,762699
4697,4,3,Gandhinagar,2,1,21,1138742
4323,1,3,Guwahati,2,1,45,1014657
2642,3,1,Hapur,1,0,45,624669
2572,4,3,Faridabad,1,1,23,815954
2358,1,2,Navsari,2,0,35,654997
3139,3,3,Arrah,0,1,46,859176
4601,2,3,Navi Mumbai,0,1,2,928432
4937,3,2,Bokaro,2,1,42,1203912
1062,3,2,Bikaner,1,0,9,375947
4733,5,2,Bokaro,2,1,13,1196636
3559,5,1,Udupi,1,0,43,879473
2162,2,2,Patna,0,0,34,514681
4769,2,1,Visakhapatnam,1,1,16,1023564
4256,3,2,Malegaon,0,0,5,872429
2228,4,1,Jamshedpur,2,1,1,749119
3819,2,2,Etawah,1,0,40,867779
4285,3,2,Gopalpur,0,0,22,855524
1255,1,3,Rourkela,1,0,48,428704
1134,5,2,Thane,0,1,46,496129
4644,4,3,Noida,0,0,26,947060
1874,3,2,Kottayam,2,1,34,730337
1821,1,2,Sangli,2,0,21,578163
3135,5,3,Patna,1,0,7,774832
4907,1,3,Faridabad,0,0,25,958744
4035,3,1,Bangalore,2,0,12,925768
4278,2,3,Lucknow,1,1,31,1032882
4200,5,1,Mumbai,2,0,47,977371
1822,1,2,Kota,1,0,27,452780
4074,2,3,Mathura,2,0,22,877138
1973,4,3,Karimnagar,2,0,34,629732
3981,3,2,Muzaffarpur,0,1,17,917594
2777,3,2,Puducherry,0,0,11,627387
1120,5,2,Jamshedpur,2,1,29,662050
4456,1,2,Bareilly,0,0,34,811821
2637,4,3,Davanagere,2,1,37,856648
4109,5,2,Vadodara,1,1,49,1083744
2364,5,2,Hapur,2,0,48,769211
2007,1,3,Ranchi,2,1,26,665102
1924,4,1,Ambala,1,0,45,596932
1644,1,3,Faridabad,1,0,45,490495
3032,3,1,Rourkela,0,1,45,796838
3761,2,2,Gopalpur,1,0,32,811760
3907,3,3,Gurgaon,0,0,37,779337
3068,3,2,Bhubaneswar,2,1,5,891970
1241,5,3,Navsari,1,0,20,476274
3502,3,1,Lucknow,2,0,7,777629
4010,4,3,Udupi,0,1,43,956197
3668,3,2,Chandigarh,1,1,23,921817
3350,4,3,Patna,0,0,1,741083
2619,1,2,Gopalpur,0,0,39,557232
4666,5,3,Ahmedabad,1,1,3,1115363
1802,4,1,Salem,1,0,45,603545
1963,3,3,Salem,0,1,3,582355
1068,5,3,Puducherry,1,0,6,501094
2152,5,3,Sangli,0,1,31,669165
1195,4,3,Varanasi,2,0,27,499379
3187,4,1,Bhiwandi,2,0,29,781034
4515,2,2,Panipat,1,1,15,1008608
3330,2,3,Belgaum,1,0,36,798711
3359,5,3,Hyderabad,2,1,5,928340
1745,2,3,Bhopal,0,1,3,555184
4606,3,1,Indore,0,1,25,946871
2688,1,2,Visakhapatnam,0,0,32,553650
1276,5,2,Kota,1,0,21,457056
1060,1,3,Ambala,0,1,48,463054
4390,2,3,Nashik,1,1,17,1058933
2913,4,2,Ludhiana,1,1,9,763222
3099,5,3,Noida,1,0,26,775706
4927,2,3,Mangalore,2,1,22,1164854
3200,3,3,Nagpur,0,1,41,802529
2772,5,1,Kadapa,1,0,46,710554
2334,5,1,Nashik,0,1,23,673978
2837,4,2,Nagpur,2,0,11,716506
3591,5,1,Mumbai,0,1,10,871810
1566,4,1,Chandigarh,2,1,23,626582
4935,2,2,Kakinada,1,1,5,1111659
4460,3,1,Mysore,1,0,26,905368
2571,3,2,Ulhasnagar,2,0,4,678098
1621,5,3,Ambala,1,0,43,566087
3025,5,2,Surat,0,1,27,778913
2200,2,2,Jamshedpur,0,1,38,605140
